排名,股票代码,股票名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,市盈率,市净率,总市值,更新时间
17,688793,倍轻松,0,0,0,0,0,0,0,0,0,27.3,-26.28,9.72,2346309939.0,2026-03-27 09:02:39
18,688790,昂瑞微-UW,0,0,0,0,0,0,0,0,0,133.17,-111.27,4.76,13254634891.0,2026-03-27 09:02:39
19,688789,宏华数科,0,0,0,0,0,0,0,0,0,69.76,23.78,3.52,12574666024.0,2026-03-27 09:02:39
20,688788,科思科技,0,0,0,0,0,0,0,0,0,55.57,-29.82,4.75,8717510853.0,2026-03-27 09:02:39
21,688787,海天瑞声,0,0,0,0,0,0,0,0,0,135.67,581.5,11.04,8184317171.0,2026-03-27 09:02:39
22,688786,悦安新材,0,0,0,0,0,0,0,0,0,29.54,48.72,5.48,4247852089.0,2026-03-27 09:02:39
23,688785,恒运昌,0,0,0,0,0,0,0,0,0,292.79,173.3,18.54,19822377230.0,2026-03-27 09:02:39
24,688783,西安奕材-U,0,0,0,0,0,0,0,0,0,21.4,-117.12,6.95,86408920000.0,2026-03-27 09:02:39
25,688781,C视涯-UW,0,0,0,0,0,0,0,0,0,40.79,-192.1,18.54,40790000000.0,2026-03-27 09:02:39
26,688779,五矿新能,0,0,0,0,0,0,0,0,0,10.72,90.69,2.85,20681231368.0,2026-03-27 09:02:39
27,688778,厦钨新能,0,0,0,0,0,0,0,0,0,73.83,49.36,4.05,37261342658.0,2026-03-27 09:02:39
28,688777,中控技术,0,0,0,0,0,0,0,0,0,64.1,112.68,5.0,50715248681.0,2026-03-27 09:02:39
29,688776,国光电气,0,0,0,0,0,0,0,0,0,85.37,-96.14,5.28,9252692480.0,2026-03-27 09:02:39
30,688775,影石创新,0,0,0,0,0,0,0,0,0,182.66,75.98,12.52,73246660000.0,2026-03-27 09:02:39
31,688772,珠海冠宇,0,0,0,0,0,0,0,0,0,16.06,38.51,2.36,18182902406.0,2026-03-27 09:02:39
32,688768,容知日新,0,0,0,0,0,0,0,0,0,43.21,45.31,3.45,3801992289.0,2026-03-27 09:02:39
33,688767,博拓生物,0,0,0,0,0,0,0,0,0,31.29,99.85,1.97,4672640021.0,2026-03-27 09:02:39
34,688766,普冉股份,0,0,0,0,0,0,0,0,0,242.0,172.65,14.82,35827882684.0,2026-03-27 09:02:39
35,688765,禾元生物-U,0,0,0,0,0,0,0,0,0,63.53,-143.8,7.84,22711975000.0,2026-03-27 09:02:39
36,688759,必贝特-U,0,0,0,0,0,0,0,0,0,35.52,-104.42,9.57,15985302057.0,2026-03-27 09:02:39
37,688758,赛分科技,0,0,0,0,0,0,0,0,0,16.8,55.35,5.17,6996596611.0,2026-03-27 09:02:39
38,688757,胜科纳米,0,0,0,0,0,0,0,0,0,23.3,150.85,10.59,9397157624.0,2026-03-27 09:02:39
39,688755,汉邦科技,0,0,0,0,0,0,0,0,0,36.74,54.26,2.6,3233120000.0,2026-03-27 09:02:39
40,688750,金天钛业,0,0,0,0,0,0,0,0,0,17.59,137.26,3.3,8135375000.0,2026-03-27 09:02:39
41,688739,成大生物,0,0,0,0,0,0,0,0,0,23.99,72.6,1.05,9990635500.0,2026-03-27 09:02:39
42,688737,中自科技,0,0,0,0,0,0,0,0,0,26.53,-56.45,1.79,3172046424.0,2026-03-27 09:02:39
43,688733,壹石通,0,0,0,0,0,0,0,0,0,26.65,-240.66,2.53,5324008814.0,2026-03-27 09:02:39
44,688729,屹唐股份,0,0,0,0,0,0,0,0,0,21.81,96.1,7.22,64460763600.0,2026-03-27 09:02:39
45,688728,格科微,0,0,0,0,0,0,0,0,0,13.09,675.8,4.33,34041679471.0,2026-03-27 09:02:39
46,688727,恒坤新材,0,0,0,0,0,0,0,0,0,46.65,204.23,8.36,20960759340.0,2026-03-27 09:02:39
47,688726,拉普拉斯,0,0,0,0,0,0,0,0,0,61.11,40.47,6.09,24769483410.0,2026-03-27 09:02:39
48,688722,同益中,0,0,0,0,0,0,0,0,0,16.73,34.29,2.63,3758673891.0,2026-03-27 09:02:39
49,688721,龙图光罩,0,0,0,0,0,0,0,0,0,39.44,93.87,4.34,5265240000.0,2026-03-27 09:02:39
50,688720,艾森股份,0,0,0,0,0,0,0,0,0,62.18,108.6,5.32,5480130708.0,2026-03-27 09:02:39
51,688719,爱科赛博,0,0,0,0,0,0,0,0,0,42.29,-114.24,2.85,4879649327.0,2026-03-27 09:02:39
52,688718,唯赛勃,0,0,0,0,0,0,0,0,0,14.7,55.4,3.18,2554189518.0,2026-03-27 09:02:39
53,688717,艾罗能源,0,0,0,0,0,0,0,0,0,122.23,168.99,4.48,19556800000.0,2026-03-27 09:02:39
54,688716,中研股份,0,0,0,0,0,0,0,0,0,32.7,335.35,3.36,3978936000.0,2026-03-27 09:02:39
55,688712,北芯生命-U,0,0,0,0,0,0,0,0,0,37.0,191.37,16.44,15429000000.0,2026-03-27 09:02:39
56,688711,宏微科技,0,0,0,0,0,0,0,0,0,26.25,320.87,5.15,5593685816.0,2026-03-27 09:02:39
57,688710,益诺思,0,0,0,0,0,0,0,0,0,57.6,-266.1,3.5,8120425824.0,2026-03-27 09:02:39
58,688709,成都华微,0,0,0,0,0,0,0,0,0,41.38,111.99,8.62,26352729936.0,2026-03-27 09:02:39
59,688708,佳驰科技,0,0,0,0,0,0,0,0,0,50.7,46.49,5.79,20280507000.0,2026-03-27 09:02:39
60,688707,振华新材,0,0,0,0,0,0,0,0,0,13.68,-16.1,1.74,6959566004.0,2026-03-27 09:02:39
61,688702,盛科通信-U,0,0,0,0,0,0,0,0,0,168.56,-461.21,30.99,69109600000.0,2026-03-27 09:02:39
62,688701,卓锦股份,0,0,0,0,0,0,0,0,0,9.52,-22.28,8.98,1278320581.0,2026-03-27 09:02:39
63,688700,东威科技,0,0,0,0,0,0,0,0,0,52.51,121.08,8.48,15669055414.0,2026-03-27 09:02:39
64,688699,明微电子,0,0,0,0,0,0,0,0,0,43.1,-102.13,3.98,4743785984.0,2026-03-27 09:02:39
65,688698,伟创电气,0,0,0,0,0,0,0,0,0,67.38,53.74,6.13,14420854512.0,2026-03-27 09:02:39
66,688697,纽威数控,0,0,0,0,0,0,0,0,0,14.16,21.4,3.5,6475840661.0,2026-03-27 09:02:39
67,688696,极米科技,0,0,0,0,0,0,0,0,0,89.17,43.58,2.01,6243683400.0,2026-03-27 09:02:39
68,688695,中创股份,0,0,0,0,0,0,0,0,0,24.12,-101.13,2.63,2051439237.0,2026-03-27 09:02:39
69,688693,锴威特,0,0,0,0,0,0,0,0,0,45.75,-36.94,4.21,3371052653.0,2026-03-27 09:02:39
70,688692,达梦数据,0,0,0,0,0,0,0,0,0,209.27,45.85,6.41,23697734800.0,2026-03-27 09:02:39
71,688691,灿芯股份,0,0,0,0,0,0,0,0,0,93.04,-97.03,9.06,11164800000.0,2026-03-27 09:02:39
72,688690,纳微科技,0,0,0,0,0,0,0,0,0,24.14,71.67,5.07,9748088427.0,2026-03-27 09:02:39
73,688689,银河微电,0,0,0,0,0,0,0,0,0,32.22,51.67,3.01,4153263069.0,2026-03-27 09:02:39
74,688687,凯因科技,0,0,0,0,0,0,0,0,0,19.44,112.15,1.92,3323159564.0,2026-03-27 09:02:39
75,688686,奥普特,0,0,0,0,0,0,0,0,0,89.15,59.44,3.56,10897290813.0,2026-03-27 09:02:39
76,688685,迈信林,0,0,0,0,0,0,0,0,0,44.31,116.46,7.75,6506997365.0,2026-03-27 09:02:39
77,688683,莱尔科技,0,0,0,0,0,0,0,0,0,31.8,120.64,4.29,5122910040.0,2026-03-27 09:02:39
78,688682,霍莱沃,0,0,0,0,0,0,0,0,0,41.94,-189.41,6.98,4271123256.0,2026-03-27 09:02:39
79,688681,科汇股份,0,0,0,0,0,0,0,0,0,18.53,41.27,3.16,1939535100.0,2026-03-27 09:02:39
80,688680,海优新材,0,0,0,0,0,0,0,0,0,49.21,-9.5,3.66,4566707290.0,2026-03-27 09:02:39
81,688679,通源环境,0,0,0,0,0,0,0,0,0,45.1,-147.88,5.4,5939204343.0,2026-03-27 09:02:39
82,688678,福立旺,0,0,0,0,0,0,0,0,0,26.91,140.34,3.8,7748282816.0,2026-03-27 09:02:39
83,688677,海泰新光,0,0,0,0,0,0,0,0,0,37.51,26.2,3.34,4496586270.0,2026-03-27 09:02:39
84,688676,金盘科技,0,0,0,0,0,0,0,0,0,77.9,54.31,7.11,35817201956.0,2026-03-27 09:02:39
85,688671,碧兴物联,0,0,0,0,0,0,0,0,0,21.37,-19.94,1.65,1677948893.0,2026-03-27 09:02:39
86,688670,金迪克,0,0,0,0,0,0,0,0,0,17.02,-12.09,1.91,2096864000.0,2026-03-27 09:02:39
87,688669,聚石化学,0,0,0,0,0,0,0,0,0,26.17,-26.78,2.68,3175293351.0,2026-03-27 09:02:39
88,688668,鼎通科技,0,0,0,0,0,0,0,0,0,132.16,76.28,9.31,18406003289.0,2026-03-27 09:02:39
89,688667,菱电电控,0,0,0,0,0,0,0,0,0,98.66,38.58,2.91,5198933788.0,2026-03-27 09:02:39
90,688665,四方光电,0,0,0,0,0,0,0,0,0,43.63,33.53,3.8,4415021838.0,2026-03-27 09:02:39
91,688663,新风光,0,0,0,0,0,0,0,0,0,60.1,89.31,6.07,8502623460.0,2026-03-27 09:02:39
92,688662,富信科技,0,0,0,0,0,0,0,0,0,58.27,128.91,7.04,5141744800.0,2026-03-27 09:02:39
93,688661,和林微纳,0,0,0,0,0,0,0,0,0,80.0,409.98,9.9,12151026080.0,2026-03-27 09:02:39
94,688660,电气风电,0,0,0,0,0,0,0,0,0,12.88,-17.37,4.14,17173334192.0,2026-03-27 09:02:39
95,688659,元琛科技,0,0,0,0,0,0,0,0,0,9.68,-51.3,3.02,1548800000.0,2026-03-27 09:02:39
96,688658,悦康药业,0,0,0,0,0,0,0,0,0,17.1,-29.33,2.32,7695000000.0,2026-03-27 09:02:39
97,688657,浩辰软件,0,0,0,0,0,0,0,0,0,42.79,55.88,1.98,2803356384.0,2026-03-27 09:02:39
98,688656,浩欧博,0,0,0,0,0,0,0,0,0,121.39,332.14,9.4,7705805639.0,2026-03-27 09:02:39
99,688655,迅捷兴,0,0,0,0,0,0,0,0,0,25.81,-161.07,5.24,3442795900.0,2026-03-27 09:02:39
100,688653,康希通信,0,0,0,0,0,0,0,0,0,12.3,-118.9,3.6,5221104000.0,2026-03-27 09:02:39
