排名,股票代码,股票名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,市盈率,市净率,总市值,更新时间
15,002082,万邦德,26.04,10.01,2.37,251997.0,624259439.55,12.67,26.04,23.04,23.25,23.67,-80.13,6.41,15928382992.0,2026-03-27 10:02:32
16,600513,联环药业,25.61,10.01,2.33,240557.0,605461541.0,11.86,25.61,22.85,22.85,23.28,-156.38,5.48,7310535075.0,2026-03-27 10:02:32
17,603248,锡华科技,29.04,10.0,2.64,144936.0,406352786.0,12.61,29.04,25.71,26.0,26.4,62.01,7.78,13358400000.0,2026-03-27 10:02:32
18,600310,广西能源,6.6,10.0,0.6,324341.0,214064954.0,0.0,6.6,6.6,6.6,6.0,-45.86,3.52,9673690765.0,2026-03-27 10:02:32
19,002995,天地在线,23.65,10.0,2.15,107982.0,246538361.4,11.72,23.65,21.13,21.39,21.5,-70.96,4.72,4196798452.0,2026-03-27 10:02:32
20,002455,百川股份,14.41,10.0,1.31,708424.0,979065123.98,9.77,14.41,13.13,13.38,13.1,1336.15,4.91,8563263847.0,2026-03-27 10:02:32
21,603538,美诺华,39.18,9.99,3.56,201810.0,778954224.0,5.64,39.18,37.17,37.94,35.62,67.53,3.85,8637237426.0,2026-03-27 10:02:32
22,600996,贵广网络,10.02,9.99,0.91,127403.0,127657866.0,0.0,10.02,10.02,10.02,9.11,-11.49,5.34,12492934537.0,2026-03-27 10:02:32
23,600539,狮头股份,14.21,9.98,1.29,199116.0,271615083.0,11.53,14.21,12.72,13.17,12.92,-149.61,10.9,3268300000.0,2026-03-27 10:02:32
24,605388,均瑶健康,7.05,9.98,0.64,183498.0,126441260.0,10.76,7.05,6.36,6.43,6.41,-1340.35,2.47,4233412200.0,2026-03-27 10:02:32
25,000720,新能泰山,5.51,9.98,0.5,1255762.0,688144680.03,1.8,5.51,5.42,5.43,5.01,-1308.72,2.94,6923488956.0,2026-03-27 10:02:32
26,600268,国电南自,14.99,9.98,1.36,444316.0,652593002.0,9.68,14.99,13.67,13.67,13.63,31.72,4.08,15227902962.0,2026-03-27 10:02:32
27,002470,金正大,3.09,9.96,0.28,2408408.0,731076782.61,12.81,3.09,2.73,2.76,2.81,-258.35,4.94,10153825723.0,2026-03-27 10:02:32
28,002042,华孚时尚,4.42,9.95,0.4,528665.0,225726272.56,12.19,4.42,3.93,3.93,4.02,107.76,1.3,7517011589.0,2026-03-27 10:02:32
29,600666,奥瑞德,6.08,9.95,0.55,6002290.0,3444288066.0,17.18,6.08,5.13,5.32,5.53,43.14,14.87,16728800156.0,2026-03-27 10:02:32
30,600844,金煤科技,4.99,9.91,0.45,863667.0,414972317.0,10.79,4.99,4.5,4.54,4.54,-42.84,36.3,5072455958.0,2026-03-27 10:02:32
31,002445,中南文化,4.44,9.9,0.4,2232130.0,943036712.77,10.89,4.44,4.0,4.0,4.04,96.25,4.66,10552137438.0,2026-03-27 10:02:32
32,002745,木林森,9.26,9.46,0.8,710375.0,640919145.89,9.1,9.27,8.5,8.51,8.46,49.27,1.03,13743380855.0,2026-03-27 10:02:32
33,300730,科创信息,14.09,9.39,1.21,182181.0,252707186.42,11.49,14.3,12.82,12.93,12.88,-43.31,13.55,3397647763.0,2026-03-27 10:02:32
34,000695,滨海能源,14.21,9.39,1.22,237266.0,329707648.0,11.09,14.29,12.85,12.93,12.99,-49.96,29.16,3293197895.0,2026-03-27 10:02:32
35,688710,益诺思,62.88,9.17,5.28,10716.0,65324830.0,9.36,63.46,58.07,58.69,57.6,-290.5,3.82,8864798191.0,2026-03-27 10:02:32
36,002328,新朋股份,7.08,8.92,0.58,378055.0,262134163.94,12.0,7.1,6.32,6.37,6.5,28.92,1.64,5464131600.0,2026-03-27 10:02:32
37,603272,联翔股份,32.0,8.92,2.62,59216.0,183299098.0,13.34,32.3,28.38,29.21,29.38,1133.46,5.94,3316064000.0,2026-03-27 10:02:32
38,000767,晋控电力,5.04,8.86,0.41,4394200.0,2201122656.15,5.83,5.09,4.82,4.9,4.63,36.88,2.47,15507788784.0,2026-03-27 10:02:32
39,688622,禾信仪器,93.99,8.77,7.58,17947.0,169092823.0,12.19,97.23,86.7,86.7,86.41,-69.4,21.86,6623054319.0,2026-03-27 10:02:32
40,600227,赤天化,4.22,8.76,0.34,2633342.0,1100091511.0,12.89,4.27,3.77,3.77,3.88,-35.06,2.98,7126430831.0,2026-03-27 10:02:32
41,300461,田中精机,50.4,8.71,4.04,92785.0,464616680.0,11.73,52.86,47.42,47.61,46.36,1257.47,14.88,7915657277.0,2026-03-27 10:02:32
42,300518,新迅达,20.22,8.71,1.62,67480.0,133992144.44,12.42,20.59,18.28,18.28,18.6,-109.1,5.36,4032102067.0,2026-03-27 10:02:32
43,688605,先锋精科,60.95,8.55,4.8,34492.0,207124021.0,5.66,61.18,58.0,58.0,56.15,64.83,7.5,12335052223.0,2026-03-27 10:02:32
44,301285,鸿日达,85.18,8.37,6.58,22272.0,181112065.46,11.6,85.68,76.56,78.0,78.6,-706.04,17.28,17604150600.0,2026-03-27 10:02:32
45,688302,海创药业-U,41.11,8.36,3.17,17446.0,70870317.0,12.1,42.8,38.21,38.61,37.94,-29.78,3.82,4070531234.0,2026-03-27 10:02:32
46,003010,若羽臣,32.56,7.99,2.41,109902.0,347986575.0,10.12,32.61,29.56,29.87,30.15,52.1,14.08,10128096539.0,2026-03-27 10:02:32
47,603288,海天味业,39.82,7.77,2.87,278348.0,1093294746.0,6.36,39.99,37.64,37.9,36.95,33.11,5.64,233019669270.0,2026-03-27 10:02:32
48,688796,百奥赛图,88.69,7.59,6.26,11157.0,95232439.0,10.18,89.58,81.19,82.19,82.43,228.84,18.22,39635420870.0,2026-03-27 10:02:32
49,688677,海泰新光,40.35,7.57,2.84,13432.0,52739326.0,8.18,40.4,37.33,37.49,37.51,28.19,3.59,4837036950.0,2026-03-27 10:02:32
50,688019,安集科技,246.48,7.17,16.49,17030.0,409627074.0,5.96,247.38,233.67,234.0,229.99,52.65,11.75,41547272676.0,2026-03-27 10:02:32
51,300813,泰林生物,29.9,7.17,2.0,71384.0,214021096.48,10.86,31.0,27.97,28.2,27.9,219.82,4.51,3623856648.0,2026-03-27 10:02:32
52,002972,科安达,12.18,7.03,0.8,58431.0,69861991.0,9.58,12.45,11.36,11.37,11.38,34.27,2.44,2996387184.0,2026-03-27 10:02:32
53,300911,亿田智能,28.77,6.99,1.88,56690.0,158205330.55,10.0,28.95,26.26,26.42,26.89,-35.68,4.49,5274568175.0,2026-03-27 10:02:32
54,300209,行云科技,10.88,6.88,0.7,489675.0,526798581.5,7.07,11.04,10.32,10.32,10.18,-547.01,10.2,10103561051.0,2026-03-27 10:02:32
55,300868,杰美特,52.32,6.56,3.22,47663.0,238971916.53,11.45,52.7,47.08,48.22,49.1,-199.86,4.44,6694448640.0,2026-03-27 10:02:32
56,603059,倍加洁,33.8,6.76,2.14,10402.0,34117629.0,8.21,33.92,31.32,31.66,31.66,33.04,3.23,3395166060.0,2026-03-27 10:02:32
57,001367,海森药业,25.65,6.34,1.53,88548.0,223028480.74,11.53,26.53,23.75,23.95,24.12,28.76,2.62,3907808280.0,2026-03-27 10:02:32
58,603087,甘李药业,62.28,6.3,3.69,58927.0,358213392.0,7.95,62.36,57.7,57.71,58.59,34.09,3.3,37200153469.0,2026-03-27 10:02:32
59,603213,镇洋发展,14.35,6.3,0.85,108173.0,152780579.0,7.48,14.5,13.49,13.5,13.5,93.87,3.41,6342303294.0,2026-03-27 10:02:32
60,600714,金瑞矿业,19.08,6.24,1.12,150408.0,283691159.0,9.24,19.53,17.87,18.01,17.96,90.28,7.15,5498403289.0,2026-03-27 10:02:32
61,300723,一品红,31.9,6.16,1.85,66247.0,208627020.2,9.48,32.66,29.81,29.9,30.05,-79.41,8.23,14408999235.0,2026-03-27 10:02:32
62,301373,凌玮科技,72.09,6.03,4.1,48239.0,344251782.76,14.47,75.32,65.48,65.48,67.99,56.83,4.74,7819753040.0,2026-03-27 10:02:32
63,688192,迪哲医药-U,54.79,6.18,3.19,25877.0,136934636.0,8.74,54.79,50.28,51.51,51.6,-33.35,19.5,25457260808.0,2026-03-27 10:02:32
64,002903,宇环数控,28.03,6.17,1.63,64326.0,174158716.44,8.33,28.16,25.96,26.29,26.4,1076.2,5.45,4392244940.0,2026-03-27 10:02:32
65,603778,国晟科技,23.41,5.98,1.32,555975.0,1256974564.0,12.54,23.76,20.99,21.68,22.09,-76.33,21.13,15371992029.0,2026-03-27 10:02:32
66,300608,思特奇,11.41,5.94,0.64,81807.0,92008030.2,11.61,11.8,10.55,10.63,10.77,-16.04,2.83,3779444680.0,2026-03-27 10:02:32
67,688512,慧智微-U,11.76,5.66,0.63,79031.0,89419040.0,8.09,11.79,10.89,10.9,11.13,-24.22,3.34,5490080124.0,2026-03-27 10:02:32
68,603127,昭衍新药,29.12,5.93,1.63,87147.0,246891622.0,7.93,29.2,27.02,27.24,27.49,202.78,2.69,21821020166.0,2026-03-27 10:02:32
69,603132,金徽股份,16.11,5.92,0.9,55365.0,88100994.0,6.9,16.3,15.25,15.26,15.21,29.06,4.92,15755580000.0,2026-03-27 10:02:32
70,603520,司太立,10.9,5.83,0.6,381727.0,409468001.0,7.48,10.97,10.2,10.28,10.3,124.34,1.84,4778667703.0,2026-03-27 10:02:32
71,300561,*ST汇科,14.44,5.79,0.79,84163.0,119762781.7,8.72,14.7,13.51,13.51,13.65,2339.21,7.9,4737879159.0,2026-03-27 10:02:32
72,300051,琏升科技,11.66,5.71,0.63,275980.0,313576831.13,8.98,11.75,10.76,10.92,11.03,-35.83,26.9,4337726265.0,2026-03-27 10:02:32
73,300955,嘉亨家化,36.1,5.62,1.92,16974.0,59695192.0,8.75,36.2,33.21,34.17,34.18,-92.51,4.15,3638880000.0,2026-03-27 10:02:32
74,688195,腾景科技,280.0,5.35,14.21,38100.0,1019679557.0,11.15,282.0,252.37,255.0,265.79,513.05,36.65,36218000000.0,2026-03-27 10:02:32
75,600276,恒瑞医药,54.49,5.54,2.86,266872.0,1411787450.0,6.57,54.5,51.11,51.3,51.63,46.9,5.9,361661021134.0,2026-03-27 10:02:32
76,002842,翔鹭钨业,31.8,5.58,1.68,167169.0,521755145.56,9.53,32.66,29.79,29.79,30.12,150.72,9.31,10404083020.0,2026-03-27 10:02:32
77,688485,九州一轨,27.5,5.16,1.35,15436.0,41147605.0,7.95,27.58,25.5,26.14,26.15,-294.93,3.14,4133031705.0,2026-03-27 10:02:32
78,688577,浙海德曼,65.63,5.51,3.43,6000.0,38185321.0,7.44,65.63,61.0,61.29,62.2,154.0,7.2,7303288614.0,2026-03-27 10:02:32
79,301257,普蕊斯,55.45,5.28,2.78,9086.0,48858330.0,8.41,55.86,51.43,52.08,52.67,37.6,3.5,4380814497.0,2026-03-27 10:02:32
80,002024,ST易购,1.4,5.26,0.07,376651.0,51476595.2,6.77,1.4,1.31,1.32,1.33,132.66,1.03,12970674665.0,2026-03-27 10:02:32
81,000989,九芝堂,9.2,5.14,0.45,242276.0,224532131.9,3.77,9.48,9.15,9.3,8.75,35.38,2.12,7874666510.0,2026-03-27 10:02:32
82,002039,黔源电力,21.9,5.24,1.09,224078.0,494607066.71,8.22,22.82,21.11,22.8,20.81,14.25,2.16,9363522959.0,2026-03-27 10:02:32
83,002755,奥赛康,14.74,5.36,0.75,61584.0,88954058.21,6.72,14.8,13.86,13.94,13.99,45.95,4.27,13681083574.0,2026-03-27 10:02:32
84,600396,华电辽能,9.34,5.18,0.46,2006864.0,1845654997.0,11.04,9.49,8.51,9.23,8.88,3103.38,10.18,13755081671.0,2026-03-27 10:02:32
85,300057,万顺新材,6.3,5.18,0.31,322915.0,201955404.98,8.51,6.39,5.88,5.9,5.99,-48.71,1.09,5655774468.0,2026-03-27 10:02:32
86,605028,世茂能源,28.95,5.16,1.42,33040.0,96792637.0,11.91,30.28,27.0,27.18,27.53,26.87,3.38,4632000000.0,2026-03-27 10:02:32
87,600868,梅雁吉祥,4.08,5.15,0.2,907109.0,358800060.0,8.25,4.14,3.82,3.88,3.88,-188.29,4.0,7744446610.0,2026-03-27 10:02:32
88,300531,优博讯,20.22,5.15,0.99,165085.0,327968592.7,8.27,20.5,18.91,18.92,19.23,76.15,4.62,6492216672.0,2026-03-27 10:02:32
89,300456,赛微电子,45.23,5.14,2.21,242699.0,1075286062.94,8.21,45.6,42.07,42.16,43.02,22.48,4.92,33118000051.0,2026-03-27 10:02:32
90,301292,海科新源,84.35,5.12,4.11,159534.0,1354144385.04,14.71,89.89,78.09,80.01,80.24,-110.1,6.94,18792823874.0,2026-03-27 10:02:32
91,600299,安迪苏,14.22,5.1,0.69,181515.0,257843905.0,8.06,14.55,13.46,13.53,13.53,37.93,2.2,43794461035.0,2026-03-27 10:02:32
92,600771,广誉远,16.73,5.09,0.81,70403.0,119041799.0,4.27,17.34,16.66,16.66,15.92,77.86,4.97,8189186789.0,2026-03-27 10:02:32
93,600488,津药药业,4.3,9.14,0.36,41286.0,16654302.0,10.15,4.32,3.92,3.94,3.94,50.64,1.55,4695112724.0,2026-03-27 10:02:32
94,002131,利欧股份,7.88,4.93,0.37,3332495.0,2596016724.19,8.66,8.0,7.35,7.39,7.51,67.96,4.03,53361616180.0,2026-03-27 10:02:32
95,688608,恒玄科技,165.39,5.06,7.96,23212.0,381876186.0,7.22,167.93,156.57,157.43,157.43,46.97,3.96,27900256832.0,2026-03-27 10:02:32
96,603429,*ST集友,9.36,5.05,0.45,75029.0,69273224.0,3.93,9.36,9.01,9.01,8.91,-269.66,3.88,4909183952.0,2026-03-27 10:02:32
97,688759,必贝特-U,37.31,5.04,1.79,10446.0,38072892.0,6.62,37.36,35.01,35.46,35.52,-109.68,10.06,16790867673.0,2026-03-27 10:02:32
98,300236,上海新阳,74.51,5.03,3.57,41053.0,298721577.0,7.61,74.98,69.58,70.01,70.94,77.66,4.53,23350048263.0,2026-03-27 10:02:32
99,600599,*ST熊猫,6.49,5.02,0.31,77804.0,47157413.0,10.03,6.49,5.87,5.87,6.18,59.59,9.29,1077340000.0,2026-03-27 10:02:32
100,000908,ST景峰,7.77,5.0,0.37,244819.0,188477783.94,3.65,7.77,7.5,7.75,7.4,-230.09,183.28,13671693415.0,2026-03-27 10:02:32
